##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR492065.9891 HWI-EAS385_0095_FC:2:1:8277:5668 length=200	54.200	1354	species	ENTEROCOCCUS HIRAE	0.5	concat
SRR492065.5238 HWI-EAS385_0095_FC:2:1:19614:3723 length=200	88.198	1175452	species	PEPTONIPHILUS RHINITIDIS	0.5	enolase
SRR492065.5238 HWI-EAS385_0095_FC:2:1:19614:3723 length=200	88.198	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	enolase
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	1385	order	BACILLALES	0.285695567396714	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	1182762	species	ENTEROCOCCUS SP. C1	0.142864195942857	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	1350	genus	ENTEROCOCCUS	0.142864070699857	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	186817	family	BACILLACEAE	0.142847808190857	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	37734	species	ENTEROCOCCUS CASSELIFLAVUS	0.0714321002764286	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	565655	no rank	ENTEROCOCCUS CASSELIFLAVUS EC20	0.0714321002764286	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	742813	no rank	ENTEROCOCCUS SACCHAROLYTICUS 30_1	0.0714320786084286	V385
SRR492065.8543 HWI-EAS385_0095_FC:2:1:3984:5118 length=200	1.102	41997	species	ENTEROCOCCUS SACCHAROLYTICUS	0.0714320786084286	V385
SRR492065.6733 HWI-EAS385_0095_FC:2:1:5406:4365 length=200	1.102	1280	species	STAPHYLOCOCCUS AUREUS	0.576803234140577	concat
SRR492065.6733 HWI-EAS385_0095_FC:2:1:5406:4365 length=200	1.102	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.141581058537142	concat
SRR492065.6733 HWI-EAS385_0095_FC:2:1:5406:4365 length=200	1.102	908247	no rank	STAPHYLOCOCCUS AUREUS 16K	0.140973080797141	concat
SRR492065.6733 HWI-EAS385_0095_FC:2:1:5406:4365 length=200	1.102	1116221	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS VRS8	0.140642626525141	concat
SRR492065.1745 HWI-EAS385_0095_FC:2:1:16972:2201 length=200	3.143	1351	species	ENTEROCOCCUS FAECALIS	0.858464466512	concat
SRR492065.1745 HWI-EAS385_0095_FC:2:1:16972:2201 length=200	3.143	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.141535533488	concat
SRR492065.9557 HWI-EAS385_0095_FC:2:1:18404:5532 length=200	87.197.96.197	1279	genus	STAPHYLOCOCCUS	0.682331078605537	concat
SRR492065.9557 HWI-EAS385_0095_FC:2:1:18404:5532 length=200	87.197.96.197	81852	family	ENTEROCOCCACEAE	0.221631046273944	concat
SRR492065.9557 HWI-EAS385_0095_FC:2:1:18404:5532 length=200	87.197.96.197	186826	order	LACTOBACILLALES	0.0810872169533162	concat
SRR492065.9557 HWI-EAS385_0095_FC:2:1:18404:5532 length=200	87.197.96.197	1350	genus	ENTEROCOCCUS	0.014950658167203	concat
SRR492065.7518 HWI-EAS385_0095_FC:2:1:16026:4672 length=200	4.135	1307956	species	LEUCANIA SEPARATA NUCLEOPOLYHEDROVIRUS	1	V302
SRR492065.2899 HWI-EAS385_0095_FC:2:1:17150:2708 length=200	3.116	1351	species	ENTEROCOCCUS FAECALIS	1	concat
SRR492065.8368 HWI-EAS385_0095_FC:2:1:9933:5038 length=200	96.200	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.202189394266683	V64
SRR492065.8368 HWI-EAS385_0095_FC:2:1:9933:5038 length=200	96.200	1194085	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA40	0.198970700263062	V64
SRR492065.8368 HWI-EAS385_0095_FC:2:1:9933:5038 length=200	96.200	904746	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21264	0.198970558962062	V64
SRR492065.8368 HWI-EAS385_0095_FC:2:1:9933:5038 length=200	96.200	1278071	no rank	STAPHYLOCOCCUS AUREUS 3957	0.198624588563062	V64
SRR492065.8368 HWI-EAS385_0095_FC:2:1:9933:5038 length=200	96.200	1280	species	STAPHYLOCOCCUS AUREUS	0.198051122659061	V64
SRR492065.8368 HWI-EAS385_0095_FC:2:1:9933:5038 length=200	96.200	585152	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS D139	0.00319363528607099	V64
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	160618	genus	KRYPTOPERIDINIUM	0.432039561523173	concat
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	160619	species	KRYPTOPERIDINIUM FOLIACEUM	0.432039561523173	concat
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	400756	species	DURINSKIA BALTICA	0.052560444035521	concat
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	400754	genus	DURINSKIA	0.052560444035521	concat
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	637379	no rank	THALASSIOSIRA OCEANICA CCMP1005	0.00679255427475272	concat
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	159749	species	THALASSIOSIRA OCEANICA	0.00679255427475272	concat
SRR492065.5439 HWI-EAS385_0095_FC:2:1:14307:3819 length=200	66.200.99.200	Unknown	Unknown	Unclassifiable	0.0172148803331069	concat
SRR492065.9576 HWI-EAS385_0095_FC:2:1:11161:5545 length=200	3.104	77133	species	UNCULTURED BACTERIUM	0.284331488297986	16s_reps_bac
SRR492065.9576 HWI-EAS385_0095_FC:2:1:11161:5545 length=200	3.104	33031	species	PEPTONIPHILUS LACRIMALIS	0.082435517576767	16s_reps_bac
SRR492065.9576 HWI-EAS385_0095_FC:2:1:11161:5545 length=200	3.104	33030	species	PEPTONIPHILUS INDOLICUS	0.0720498795659712	16s_reps_bac
SRR492065.9576 HWI-EAS385_0095_FC:2:1:11161:5545 length=200	3.104	Unknown	Unknown	Unclassifiable	0.561183114559275	16s_reps_bac
SRR492065.5822 HWI-EAS385_0095_FC:2:1:19117:3968 length=200	2.106	1175452	species	PEPTONIPHILUS RHINITIDIS	0.5	enolase
SRR492065.5822 HWI-EAS385_0095_FC:2:1:19117:3968 length=200	2.106	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	enolase
SRR492065.2925 HWI-EAS385_0095_FC:2:1:17033:2724 length=200	66.194	1033744	species	PEPTONIPHILUS SP. JC140	0.508961724562746	concat
SRR492065.2925 HWI-EAS385_0095_FC:2:1:17033:2724 length=200	66.194	162289	genus	PEPTONIPHILUS	0.296584591883252	concat
SRR492065.2925 HWI-EAS385_0095_FC:2:1:17033:2724 length=200	66.194	1175452	species	PEPTONIPHILUS RHINITIDIS	0.0858464562844571	concat
SRR492065.2925 HWI-EAS385_0095_FC:2:1:17033:2724 length=200	66.194	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.0858464562844571	concat
SRR492065.2925 HWI-EAS385_0095_FC:2:1:17033:2724 length=200	66.194	1118057	species	PEPTONIPHILUS SP. PH5	0.0227607709850886	concat
SRR492065.6818 HWI-EAS385_0095_FC:2:1:15101:4387 length=200	3.113	1175452	species	PEPTONIPHILUS RHINITIDIS	0.5	concat
SRR492065.6818 HWI-EAS385_0095_FC:2:1:15101:4387 length=200	3.113	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	concat
SRR492065.7520 HWI-EAS385_0095_FC:2:1:16458:4674 length=200	91.198	162289	genus	PEPTONIPHILUS	0.973244025022692	concat
SRR492065.7520 HWI-EAS385_0095_FC:2:1:16458:4674 length=200	91.198	1175452	species	PEPTONIPHILUS RHINITIDIS	0.00789485791830237	concat
SRR492065.7520 HWI-EAS385_0095_FC:2:1:16458:4674 length=200	91.198	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.00789485791830237	concat
SRR492065.7520 HWI-EAS385_0095_FC:2:1:16458:4674 length=200	91.198	1095770	no rank	PEPTONIPHILUS TIMONENSIS JC401	0.00548312957035164	concat
SRR492065.7520 HWI-EAS385_0095_FC:2:1:16458:4674 length=200	91.198	1268254	species	PEPTONIPHILUS TIMONENSIS	0.00548312957035164	concat
SRR492065.3952 HWI-EAS385_0095_FC:2:1:6495:3164 length=200	96.200	1351	species	ENTEROCOCCUS FAECALIS	0.714275912326	concat
SRR492065.3952 HWI-EAS385_0095_FC:2:1:6495:3164 length=200	96.200	1134784	no rank	ENTEROCOCCUS FAECALIS 599	0.142862321844	concat
SRR492065.3952 HWI-EAS385_0095_FC:2:1:6495:3164 length=200	96.200	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.14286176583	concat
SRR492065.7394 HWI-EAS385_0095_FC:2:1:9513:4612 length=200	7.195	10397	species	TUPAIID HERPESVIRUS 1	1	V522
SRR492065.4282 HWI-EAS385_0095_FC:2:1:5434:3305 length=200	97.198	1351	species	ENTEROCOCCUS FAECALIS	0.494774160031505	hsp70
SRR492065.4282 HWI-EAS385_0095_FC:2:1:5434:3305 length=200	97.198	525278	no rank	ENTEROCOCCUS FAECALIS TX1322	0.227115679778773	hsp70
SRR492065.4282 HWI-EAS385_0095_FC:2:1:5434:3305 length=200	97.198	749494	no rank	ENTEROCOCCUS FAECALIS TX4244	0.173052194582827	hsp70
SRR492065.4282 HWI-EAS385_0095_FC:2:1:5434:3305 length=200	97.198	749510	no rank	ENTEROCOCCUS FAECALIS TX0645	0.105057965606895	hsp70
SRR492065.5443 HWI-EAS385_0095_FC:2:1:17886:3815 length=200	1.101	77133	species	UNCULTURED BACTERIUM	1	16s_reps_bac
SRR492065.5024 HWI-EAS385_0095_FC:2:1:14428:3629 length=200	74.199	1351	species	ENTEROCOCCUS FAECALIS	0.858464919589	concat
SRR492065.5024 HWI-EAS385_0095_FC:2:1:14428:3629 length=200	74.199	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.141535080411	concat
SRR492065.2118 HWI-EAS385_0095_FC:2:1:19330:2361 length=200	99.200	1351	species	ENTEROCOCCUS FAECALIS	0.857816599978	concat
SRR492065.2118 HWI-EAS385_0095_FC:2:1:19330:2361 length=200	99.200	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.142183400022	concat
SRR492065.9545 HWI-EAS385_0095_FC:2:1:11149:5529 length=200	3.104	77133	species	UNCULTURED BACTERIUM	0.284331488297986	16s_reps_bac
SRR492065.9545 HWI-EAS385_0095_FC:2:1:11149:5529 length=200	3.104	33031	species	PEPTONIPHILUS LACRIMALIS	0.082435517576767	16s_reps_bac
SRR492065.9545 HWI-EAS385_0095_FC:2:1:11149:5529 length=200	3.104	33030	species	PEPTONIPHILUS INDOLICUS	0.0720498795659712	16s_reps_bac
SRR492065.9545 HWI-EAS385_0095_FC:2:1:11149:5529 length=200	3.104	Unknown	Unknown	Unclassifiable	0.561183114559275	16s_reps_bac
SRR492065.9043 HWI-EAS385_0095_FC:2:1:10972:5316 length=200	35.199	1351	species	ENTEROCOCCUS FAECALIS	0.592196422559819	metk_noOuts
SRR492065.9043 HWI-EAS385_0095_FC:2:1:10972:5316 length=200	35.199	749489	no rank	ENTEROCOCCUS FAECALIS DAPTO 512	0.190355014234038	metk_noOuts
SRR492065.9043 HWI-EAS385_0095_FC:2:1:10972:5316 length=200	35.199	1201292	no rank	ENTEROCOCCUS FAECALIS ATCC 29212	0.190355008713038	metk_noOuts
SRR492065.9043 HWI-EAS385_0095_FC:2:1:10972:5316 length=200	35.199	749509	no rank	ENTEROCOCCUS FAECALIS ENGEN0311	0.0270935544931054	metk_noOuts
SRR492065.9818 HWI-EAS385_0095_FC:2:1:10975:5634 length=200	79.192	33010	species	PROPIONIBACTERIUM AVIDUM	0.405436128626257	concat
SRR492065.9818 HWI-EAS385_0095_FC:2:1:10975:5634 length=200	79.192	1170318	no rank	PROPIONIBACTERIUM AVIDUM 44067	0.405436128626257	concat
SRR492065.9818 HWI-EAS385_0095_FC:2:1:10975:5634 length=200	79.192	1743	genus	PROPIONIBACTERIUM	0.142082525097915	concat
SRR492065.9818 HWI-EAS385_0095_FC:2:1:10975:5634 length=200	79.192	1747	species	PROPIONIBACTERIUM ACNES	0.0470452176495718	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	1134801	no rank	ENTEROCOCCUS FAECALIS R508	0.216911276959783	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	749496	no rank	ENTEROCOCCUS FAECALIS TX0012	0.211876696677788	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	1351	species	ENTEROCOCCUS FAECALIS	0.117850041651882	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	565649	no rank	ENTEROCOCCUS FAECALIS FLY1	0.115898243788884	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	749517	no rank	ENTEROCOCCUS FAECALIS TX1467	0.115538681111884	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	749492	no rank	ENTEROCOCCUS FAECALIS TX2141	0.111190054082889	concat
SRR492065.7285 HWI-EAS385_0095_FC:2:1:4346:4577 length=200	29.199	1134784	no rank	ENTEROCOCCUS FAECALIS 599	0.110735005726889	concat
SRR492065.5458 HWI-EAS385_0095_FC:2:1:17870:3830 length=200	1.101	77133	species	UNCULTURED BACTERIUM	1	16s_reps_bac
SRR492065.5131 HWI-EAS385_0095_FC:2:1:13032:3679 length=200	2.112	1351	species	ENTEROCOCCUS FAECALIS	1	concat
SRR492065.5764 HWI-EAS385_0095_FC:2:1:19101:3944 length=200	2.106	1175452	species	PEPTONIPHILUS RHINITIDIS	0.5	enolase
SRR492065.5764 HWI-EAS385_0095_FC:2:1:19101:3944 length=200	2.106	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	enolase
SRR492065.5435 HWI-EAS385_0095_FC:2:1:11886:3821 length=200	1.105	1175452	species	PEPTONIPHILUS RHINITIDIS	0.468448704331953	concat
SRR492065.5435 HWI-EAS385_0095_FC:2:1:11886:3821 length=200	1.105	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.468448704331953	concat
SRR492065.5435 HWI-EAS385_0095_FC:2:1:11886:3821 length=200	1.105	162289	genus	PEPTONIPHILUS	0.0631025913360937	concat
SRR492065.3871 HWI-EAS385_0095_FC:2:1:13106:3128 length=200	1.111	215206	species	SWINE MANURE BACTERIUM RT 19B	0.0246406250153039	16s_reps_bac
SRR492065.3871 HWI-EAS385_0095_FC:2:1:13106:3128 length=200	1.111	77133	species	UNCULTURED BACTERIUM	0.00989993604954158	16s_reps_bac
SRR492065.3871 HWI-EAS385_0095_FC:2:1:13106:3128 length=200	1.111	Unknown	Unknown	Unclassifiable	0.965459438935154	16s_reps_bac
SRR492065.6936 HWI-EAS385_0095_FC:2:1:12554:4438 length=200	100.200	1352	species	ENTEROCOCCUS FAECIUM	0.135260296659	16s_reps_bac
SRR492065.6936 HWI-EAS385_0095_FC:2:1:12554:4438 length=200	100.200	Unknown	Unknown	Unclassifiable	0.864739703341	16s_reps_bac
SRR492065.7705 HWI-EAS385_0095_FC:2:1:17939:4756 length=200	1.102	1351	species	ENTEROCOCCUS FAECALIS	0.858731311441859	concat
SRR492065.7705 HWI-EAS385_0095_FC:2:1:17939:4756 length=200	1.102	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.141268688558141	concat
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	2284	genus	SULFOLOBUS	0.286106736461286	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	273063	no rank	SULFOLOBUS TOKODAII STR. 7	0.0716383297715716	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	111955	species	SULFOLOBUS TOKODAII	0.0716383297715716	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	84599	species	STAPHYLOTHERMUS HELLENICUS	0.0713774154985714	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	591019	no rank	STAPHYLOTHERMUS HELLENICUS DSM 12710	0.0713774154985714	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	2280	species	STAPHYLOTHERMUS MARINUS	0.0713773709185714	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	399550	no rank	STAPHYLOTHERMUS MARINUS F1	0.0713773709185714	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	293431	genus	HALOQUADRATUM	0.0475175491393808	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	768065	no rank	HALOQUADRATUM WALSBYI C23	0.0475175491393808	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	293091	species	HALOQUADRATUM WALSBYI	0.0475175491393808	ef2_noOuts
SRR492065.2846 HWI-EAS385_0095_FC:2:1:5768:2701 length=200	97.198	Unknown	Unknown	Unclassifiable	0.142554383743143	ef2_noOuts
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	1324794	species	SIMIAN ADENOVIRUS C	0.874344676733262	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	1146873	species	MURINE ADENOVIRUS B	0.0351843320492356	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	931972	no rank	MURINE ADENOVIRUS 2	0.0351843320492356	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	10509	genus	MASTADENOVIRUS	0.0228739205317069	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	696859	species	MURINE ADENOVIRUS C	0.00859187346392758	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	573199	no rank	MURINE ADENOVIRUS 3	0.00859187346392758	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	130369	species	PORCINE ADENOVIRUS A	0.00761449585435228	V49
SRR492065.3134 HWI-EAS385_0095_FC:2:1:10954:2818 length=200	74.184	35265	no rank	PORCINE ADENOVIRUS 3	0.00761449585435228	V49
SRR492065.9527 HWI-EAS385_0095_FC:2:1:18416:5514 length=200	87.200.96.200	1279	genus	STAPHYLOCOCCUS	0.988144571500198	concat
SRR492065.9527 HWI-EAS385_0095_FC:2:1:18416:5514 length=200	87.200.96.200	186826	order	LACTOBACILLALES	0.0118554284998024	concat
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	68336	superphylum	BACTEROIDETES/CHLOROBI GROUP	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	171551	family	PORPHYROMONADACEAE	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	336063	no rank	UNCLASSIFIED HEPADNAVIRIDAE	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	10404	family	HEPADNAVIRIDAE	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	35268	no rank	RETRO TRANSCRIBING VIRUSES	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	10239	superkingdom	VIRUSES	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	195950	genus	TANNERELLA	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	171549	order	BACTEROIDALES	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	2	superkingdom	BACTERIA	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	976	phylum	BACTEROIDETES	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	1303386	species	BAT HEPATITIS VIRUS	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	203275	no rank	TANNERELLA FORSYTHIA ATCC 43037	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	131567	no rank	CELLULAR ORGANISMS	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	200643	class	BACTEROIDIA	0.0666666666666667	V181
SRR492065.6740 HWI-EAS385_0095_FC:2:1:10419:4373 length=200	66.179	28112	species	TANNERELLA FORSYTHIA	0.0666666666666667	V181
SRR492065.5625 HWI-EAS385_0095_FC:2:1:18222:3885 length=200	86.199	1351	species	ENTEROCOCCUS FAECALIS	0.857689987748	concat
SRR492065.5625 HWI-EAS385_0095_FC:2:1:18222:3885 length=200	86.199	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.142310012252	concat
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	10310	species	HUMAN HERPESVIRUS 2	0.272420424336839	V146
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	10319	genus	VARICELLOVIRUS	0.227040313375866	V146
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	10294	genus	SIMPLEXVIRUS	0.177810625688995	V146
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	332937	species	CHIMPANZEE ALPHA 1 HERPESVIRUS	0.113507070894933	V146
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	35247	no rank	UNCLASSIFIED ALPHAHERPESVIRINAE	0.113507070894933	V146
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	10353	species	SAIMIRIINE HERPESVIRUS 1	0.0889071605392475	V146
SRR492065.6888 HWI-EAS385_0095_FC:2:1:1629:4425 length=200	33.152	180252	genus	MARDIVIRUS	0.00680733426918598	V146
