#Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Cumulative_Probability_Mass	Markers_Hit
SRR492065.3430 HWI-EAS385_0095_FC:2:1:16186:2937 length=200	63.191	548681	order	HERPESVIRALES	1	V367
SRR492065.3430 HWI-EAS385_0095_FC:2:1:16186:2937 length=200	63.191	10294	genus	SIMPLEXVIRUS	0.5054201444886	V367
SRR492065.3430 HWI-EAS385_0095_FC:2:1:16186:2937 length=200	63.191	10319	genus	VARICELLOVIRUS	0.4945798555114	V367
SRR492065.3430 HWI-EAS385_0095_FC:2:1:16186:2937 length=200	63.191	481315	species	LEPORID HERPESVIRUS 4	0.0953250439936	V367
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	35268	no rank	RETRO TRANSCRIBING VIRUSES	1	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	10239	superkingdom	VIRUSES	1	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	1	no rank	ROOT	1	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	11640	genus	SPUMAVIRUS	1	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	11632	family	RETROVIRIDAE	1	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	327046	subfamily	SPUMARETROVIRINAE	1	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	11642	species	SIMIAN FOAMY VIRUS	0.5437889096104	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	53182	species	FELINE FOAMY VIRUS	0.142339431104	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	207343	species	BOVINE FOAMY VIRUS	0.142339431104	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	109270	species	EQUINE FOAMY VIRUS	0.142339431104	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	11963	no rank	HUMAN SPUMARETROVIRUS	0.0291927970776	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	338478	species	MACAQUE SIMIAN FOAMY VIRUS	0.0291927970776	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	11641	no rank	HUMAN FOAMY VIRUS	0.0291927970776	V743
SRR492065.112 HWI-EAS385_0095_FC:2:1:16584:1480 length=200	37.189	41858	no rank	SIMIAN FOAMY VIRUS GORILLA	0.0291927970776	V743
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	186802	order	CLOSTRIDIALES	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	1239	phylum	FIRMICUTES	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	1175452	species	PEPTONIPHILUS RHINITIDIS	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	186801	class	CLOSTRIDIA	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	2	superkingdom	BACTERIA	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	1	no rank	ROOT	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	162289	genus	PEPTONIPHILUS	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	538999	no rank	CLOSTRIDIALES INCERTAE SEDIS	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	543310	family	CLOSTRIDIALES FAMILY XI. INCERTAE SEDIS	1	concat
SRR492065.6719 HWI-EAS385_0095_FC:2:1:10623:4360 length=200	2.142	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	concat
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1239	phylum	FIRMICUTES	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	91061	class	BACILLI	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	2	superkingdom	BACTERIA	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1280	species	STAPHYLOCOCCUS AUREUS	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	90964	family	STAPHYLOCOCCACEAE	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1	no rank	ROOT	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1385	order	BACILLALES	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	131567	no rank	CELLULAR ORGANISMS	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1279	genus	STAPHYLOCOCCUS	1	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.600766701994	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1194085	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA40	0.200259738298	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	904746	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21264	0.200259597619	V64
SRR492065.8396 HWI-EAS385_0095_FC:2:1:9914:5051 length=200	96.200	1278071	no rank	STAPHYLOCOCCUS AUREUS 3957	0.199909205531	V64
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	81852	family	ENTEROCOCCACEAE	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	1239	phylum	FIRMICUTES	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	1350	genus	ENTEROCOCCUS	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	91061	class	BACILLI	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	2	superkingdom	BACTERIA	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	1351	species	ENTEROCOCCUS FAECALIS	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	1	no rank	ROOT	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	131567	no rank	CELLULAR ORGANISMS	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	186826	order	LACTOBACILLALES	1	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	1134794	no rank	ENTEROCOCCUS FAECALIS ERV65	0.143164884592	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	749492	no rank	ENTEROCOCCUS FAECALIS TX2141	0.142749499936	metk_noOuts
SRR492065.2747 HWI-EAS385_0095_FC:2:1:12135:2657 length=200	91.192	565647	no rank	ENTEROCOCCUS FAECALIS E1SOL	0.142674914436	metk_noOuts
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	81852	family	ENTEROCOCCACEAE	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	1239	phylum	FIRMICUTES	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	1350	genus	ENTEROCOCCUS	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	91061	class	BACILLI	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	2	superkingdom	BACTERIA	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	1351	species	ENTEROCOCCUS FAECALIS	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	1	no rank	ROOT	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.5693 HWI-EAS385_0095_FC:2:1:7519:3925 length=200	2.103	186826	order	LACTOBACILLALES	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	81852	family	ENTEROCOCCACEAE	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	1239	phylum	FIRMICUTES	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	1350	genus	ENTEROCOCCUS	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	91061	class	BACILLI	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	2	superkingdom	BACTERIA	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	1351	species	ENTEROCOCCUS FAECALIS	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	1	no rank	ROOT	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	186826	order	LACTOBACILLALES	1	concat
SRR492065.7015 HWI-EAS385_0095_FC:2:1:8725:4477 length=200	3.104	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.141339535833141	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	186802	order	CLOSTRIDIALES	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	1239	phylum	FIRMICUTES	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	1175452	species	PEPTONIPHILUS RHINITIDIS	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	186801	class	CLOSTRIDIA	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	2	superkingdom	BACTERIA	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	1	no rank	ROOT	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	162289	genus	PEPTONIPHILUS	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	538999	no rank	CLOSTRIDIALES INCERTAE SEDIS	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	543310	family	CLOSTRIDIALES FAMILY XI. INCERTAE SEDIS	1	concat
SRR492065.6741 HWI-EAS385_0095_FC:2:1:10646:4372 length=200	2.142	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	1239	phylum	FIRMICUTES	1	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	91061	class	BACILLI	1	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	2	superkingdom	BACTERIA	1	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	1	no rank	ROOT	1	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	186826	order	LACTOBACILLALES	1	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	81852	family	ENTEROCOCCACEAE	0.996190373045731	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	1350	genus	ENTEROCOCCUS	0.996190373045731	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	1351	species	ENTEROCOCCUS FAECALIS	0.996190373045731	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	565644	no rank	ENTEROCOCCUS FAECALIS CH188	0.253017039012932	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	749517	no rank	ENTEROCOCCUS FAECALIS TX1467	0.252030487318932	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	1377	species	AEROCOCCUS VIRIDANS	0.00380962695426897	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	186827	family	AEROCOCCACEAE	0.00380962695426897	concat
SRR492065.7491 HWI-EAS385_0095_FC:2:1:15889:4663 length=200	73.198	1375	genus	AEROCOCCUS	0.00380962695426897	concat
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	10239	superkingdom	VIRUSES	1	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	1	no rank	ROOT	1	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	35237	no rank	DSDNA VIRUSES NO RNA STAGE	0.947672758919386	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	10486	family	IRIDOVIRIDAE	0.895345517838771	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	10492	genus	RANAVIRUS	0.48617916592418	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	327987	no rank	UNCLASSIFIED RANAVIRUS	0.301146020406699	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	10487	genus	IRIDOVIRUS	0.273888724988726	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	327984	no rank	UNCLASSIFIED IRIDOVIRUS	0.273888724988726	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	262968	species	SINGAPORE GROUPER IRIDOVIRUS	0.200764013604466	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	10491	genus	CHLORIRIDOVIRUS	0.135277626925865	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	127569	no rank	GROUPER IRIDOVIRUS	0.100382006802233	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	345201	species	INVERTEBRATE IRIDESCENT VIRUS 3	0.0901850846172431	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	365144	no rank	SOFT SHELLED TURTLE IRIDOVIRUS	0.0523272410806143	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	10493	species	FROG VIRUS 3	0.0523272410806143	V505
SRR492065.1686 HWI-EAS385_0095_FC:2:1:16955:2176 length=200	49.195	386586	no rank	AEDES TAENIORHYNCHUS IRIDESCENT VIRUS	0.0450925423086216	V505
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	186802	order	CLOSTRIDIALES	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	1239	phylum	FIRMICUTES	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	1175452	species	PEPTONIPHILUS RHINITIDIS	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	186801	class	CLOSTRIDIA	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	2	superkingdom	BACTERIA	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	1	no rank	ROOT	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	162289	genus	PEPTONIPHILUS	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	538999	no rank	CLOSTRIDIALES INCERTAE SEDIS	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	543310	family	CLOSTRIDIALES FAMILY XI. INCERTAE SEDIS	1	concat
SRR492065.2202 HWI-EAS385_0095_FC:2:1:19763:2393 length=200	3.107	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	concat
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	2	superkingdom	BACTERIA	1	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1	no rank	ROOT	1	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	131567	no rank	CELLULAR ORGANISMS	1	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1224	phylum	PROTEOBACTERIA	0.593801613128148	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1236	class	GAMMAPROTEOBACTERIA	0.411557581150184	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	2037	order	ACTINOMYCETALES	0.406198386871852	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	201174	phylum	ACTINOBACTERIA	0.406198386871852	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	85003	subclass	ACTINOBACTERIDAE	0.406198386871852	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1760	class	ACTINOBACTERIA	0.406198386871852	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	119977	genus	ACIDITHIOBACILLUS	0.283028924932943	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	225057	order	ACIDITHIOBACILLALES	0.283028924932943	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	225058	family	ACIDITHIOBACILLACEAE	0.283028924932943	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	872330	species	ACIDITHIOBACILLUS SP. GGI 221	0.283028924932943	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	455353	species	BRADYRHIZOBIUM SP. CCBAU 15544	0.182244031977964	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	41294	family	BRADYRHIZOBIACEAE	0.182244031977964	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	28211	class	ALPHAPROTEOBACTERIA	0.182244031977964	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	374	genus	BRADYRHIZOBIUM	0.182244031977964	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	356	order	RHIZOBIALES	0.182244031977964	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	85005	suborder	ACTINOMYCINEAE	0.180634705250897	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	2049	family	ACTINOMYCETACEAE	0.180634705250897	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1654	genus	ACTINOMYCES	0.180634705250897	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	103621	species	ACTINOMYCES UROGENITALIS	0.180634705250897	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	286	genus	PSEUDOMONAS	0.128528656217241	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	303	species	PSEUDOMONAS PUTIDA	0.128528656217241	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	136845	species group	PSEUDOMONAS PUTIDA GROUP	0.128528656217241	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	135621	family	PSEUDOMONADACEAE	0.128528656217241	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	72274	order	PSEUDOMONADALES	0.128528656217241	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1048261	no rank	PSEUDOMONAS PUTIDA B001	0.128528656217241	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1121253	genus	CATELLIGLOBOSISPORA	0.116025649484977	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	28056	family	MICROMONOSPORACEAE	0.116025649484977	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	85008	suborder	MICROMONOSPORINEAE	0.116025649484977	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	2061	species	TSUKAMURELLA PAUROMETABOLA	0.109538032135978	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	85007	suborder	CORYNEBACTERINEAE	0.109538032135978	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	2060	genus	TSUKAMURELLA	0.109538032135978	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	85028	family	TSUKAMURELLACEAE	0.109538032135978	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	525246	no rank	ACTINOMYCES UROGENITALIS DSM 15434	0.0903173526254486	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	129052	species	CATELLIGLOBOSISPORA KOREENSIS	0.0773504329899845	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	521096	no rank	TSUKAMURELLA PAUROMETABOLA DSM 20162	0.054769016067989	V387
SRR492065.7069 HWI-EAS385_0095_FC:2:1:17611:4489 length=200	34.147	1121272	no rank	CATELLIGLOBOSISPORA KOREENSIS DSM 44566	0.0386752164949923	V387
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	81852	family	ENTEROCOCCACEAE	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	1239	phylum	FIRMICUTES	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	1350	genus	ENTEROCOCCUS	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	91061	class	BACILLI	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	2	superkingdom	BACTERIA	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	1351	species	ENTEROCOCCUS FAECALIS	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	1	no rank	ROOT	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	186826	order	LACTOBACILLALES	1	concat
SRR492065.1941 HWI-EAS385_0095_FC:2:1:15737:2288 length=200	96.200	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.141512439598858	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	81852	family	ENTEROCOCCACEAE	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	1239	phylum	FIRMICUTES	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	1350	genus	ENTEROCOCCUS	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	91061	class	BACILLI	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	2	superkingdom	BACTERIA	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	1351	species	ENTEROCOCCUS FAECALIS	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	1	no rank	ROOT	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	131567	no rank	CELLULAR ORGANISMS	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	186826	order	LACTOBACILLALES	1	concat
SRR492065.7677 HWI-EAS385_0095_FC:2:1:17947:4741 length=200	1.102	491074	no rank	ENTEROCOCCUS FAECALIS TX0104	0.141268688558141	concat
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	186802	order	CLOSTRIDIALES	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	1239	phylum	FIRMICUTES	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	1175452	species	PEPTONIPHILUS RHINITIDIS	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	186801	class	CLOSTRIDIA	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	2	superkingdom	BACTERIA	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	1	no rank	ROOT	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	162289	genus	PEPTONIPHILUS	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	131567	no rank	CELLULAR ORGANISMS	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	538999	no rank	CLOSTRIDIALES INCERTAE SEDIS	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	543310	family	CLOSTRIDIALES FAMILY XI. INCERTAE SEDIS	1	enolase
SRR492065.5848 HWI-EAS385_0095_FC:2:1:19103:3980 length=200	2.106	875454	no rank	PEPTONIPHILUS RHINITIDIS 1 13	0.5	enolase
SRR492065.7237 HWI-EAS385_0095_FC:2:1:11732:4557 length=200	7.141	35237	no rank	DSDNA VIRUSES NO RNA STAGE	1	V367
SRR492065.7237 HWI-EAS385_0095_FC:2:1:11732:4557 length=200	7.141	10239	superkingdom	VIRUSES	1	V367
SRR492065.7237 HWI-EAS385_0095_FC:2:1:11732:4557 length=200	7.141	10293	subfamily	ALPHAHERPESVIRINAE	1	V367
SRR492065.7237 HWI-EAS385_0095_FC:2:1:11732:4557 length=200	7.141	1	no rank	ROOT	1	V367
